Geneid	B1Z.sam	B2Z.sam	B3Z.sam	P1Z.sam	P2Z.sam	P3Z.sam
PA2104	246	285	312	419	227	347
PA2105	394	455	324	513	318	470
PA2106	487	516	382	546	387	458
PA2107	148	123	142	50	60	52
PA2108	526	654	676	204	266	214
PA2109	450	347	375	203	135	223
PA2110	466	185	243	255	182	179
PA2111	878	333	425	573	421	473
PA2112	1070	498	493	744	492	431
PA2113	1905	991	1172	1663	763	838
PA2114	6684	3287	3787	3186	1543	1623
PA2115	251	111	155	335	261	187
PA2116	1147	496	567	1060	735	842
PA2117	854	490	484	418	490	611
PA2118	286	264	139	245	299	234
PA2118a	458	603	477	632	430	392
PA2119	3195	2346	1756	13972	9708	13575
PA2120	654	556	344	150	150	236
PA2121	1132	889	616	250	203	374
PA2122	935	752	659	221	169	191
PA2123	502	446	409	214	216	232
PA2124	142	154	99	41	63	79
PA2125	98	66	73	230	398	636
PA2126	71	72	59	1310	1298	1686
PA2127	393	408	277	6111	5254	5111
PA2128	117	75	66	291	294	238
PA2129	11	13	10	23	33	24
PA2130	303	290	265	180	180	266
PA2131	70	49	62	37	28	53
PA2132	20	25	13	10	12	13
PA2133	52	29	26	31	18	38
PA2134	1675	2762	2872	60	63	44
PA2135	337	478	529	37	41	20
PA2136	216	291	312	255	148	423
PA2137	238	58	38	50	39	52
PA2138	1345	262	174	163	185	190
PA2140	111	183	255	15	6	12
PA2141	123	254	205	12	9	7
PA2142	1089	1255	1090	38	41	78
PA2142a	243	376	327	7	6	6
PA2143	1152	1737	1716	48	58	68
PA2144	3578	4624	4760	453	495	570
PA2145	261	414	457	18	16	20
PA2146	5036	10314	10368	11	27	29
PA2147	2267	2499	3527	186	215	356
PA2148	504	648	671	46	38	35
PA2149	31	43	58	2	4	7
PA2150	400	619	508	55	42	44
PA2151	2418	2830	3440	170	219	232
PA2152	1721	2253	2141	303	333	418
PA2153	924	1439	1398	96	96	100
PA2154	245	509	438	19	26	26
PA2155	404	575	630	42	37	49
PA2156	91	157	124	17	11	4
PA2157	578	894	767	49	80	119
PA2158	1844	2298	2571	72	105	121
PA2159	1299	2465	2172	74	70	38
PA2160	3261	4589	4778	115	137	189
PA2161	49	88	85	1	2	2
PA2162	1510	1726	1927	58	109	105
PA2163	1084	1396	1429	31	45	49
PA2164	1924	2225	2348	88	112	90
PA2165	2398	3040	3135	135	133	131
PA2166	2463	825	829	74	66	58
PA2167	1094	1433	1532	187	234	207
PA2168	187	238	279	43	64	44
PA2169	532	1143	961	25	33	28
PA2170	168	236	224	2	3	2
PA2171	1866	4447	3361	46	53	49
PA2172	1158	1891	1817	65	135	68
PA2173	568	639	744	45	59	29
PA2173a	1004	955	605	7	6	12
PA2174	2200	2240	1602	63	18	33
PA2175	508	629	665	158	116	235
PA2176	1665	1755	1576	320	261	405
PA2177	1786	1922	1573	545	532	627
PA2178	394	537	489	65	30	43
PA2179	633	915	885	165	152	200
PA2180	987	1456	1735	62	64	61
PA2181	1156	1546	1204	49	77	114
PA2182	249	511	234	54	19	23
PA2183	268	256	227	43	35	39
PA2184	536	930	943	54	52	23
PA2185	626	1293	1124	109	85	88
PA2187	313	494	560	48	24	42
PA2188	266	406	348	65	66	68
PA2189	186	286	161	90	63	54
PA2190	3443	5912	4176	86	113	93
PA2191	485	525	510	184	161	288
PA2192	346	712	551	45	72	64
PA2193	324	342	297	1182	848	1024
PA2194	975	492	617	2788	3541	5853
PA2195	1102	617	803	2996	3440	5243
PA2196	378	301	331	322	456	342
PA2197	573	503	458	813	1262	891
PA2198	101	74	89	167	209	161
PA2199	1186	1023	966	1278	1892	1984
PA2200	586	409	370	443	626	880
PA2201	289	136	129	289	486	397
PA2202	100	52	39	166	249	186
PA2203	27	17	36	104	222	163
PA2204	264	274	259	2945	2695	1906
PA2205	215	175	136	853	756	411
PA2206	554	567	400	393	360	440
PA2207	79	67	68	41	51	43
PA2208	9	12	10	8	9	10
PA2209	106	77	83	39	43	57
PA2210	150	210	123	86	57	106
PA2211	79	80	58	46	30	57
PA2212	251	209	110	89	76	95
PA2213	68	49	51	36	28	47
PA2214	58	81	24	20	29	35
PA2215	77	112	68	106	63	86
PA2216	78	73	67	56	56	53
PA2217	90	91	77	56	90	94
PA2218	269	278	204	275	221	204
PA2219	181	154	73	193	114	142
PA2220	744	566	393	1298	896	1180
PA2221	413	363	237	158	117	110
PA2222	69	95	47	68	18	35
PA2223	90	112	55	138	29	27
PA2224	55	72	38	19	3	2
PA2225	119	87	63	21	9	5
PA2226	165	169	113	40	11	21
PA2227	177	214	133	52	13	19
PA2228	124	232	116	34	12	17
PA2229	706	647	632	641	836	1820
PA2230	281	194	213	344	439	630
PA2231	1599	1185	1130	1358	1064	889
PA2232	1409	1063	1241	1651	2462	1496
PA2233	960	574	604	471	714	679
PA2234	739	564	588	950	1299	763
PA2235	2668	1909	2241	2696	4679	3262
PA2236	1182	620	907	590	1209	958
PA2237	1065	719	879	975	1290	970
PA2238	888	606	891	836	1583	1166
PA2239	500	417	489	407	534	434
PA2240	776	597	707	588	934	743
PA2241	287	262	275	185	305	249
PA2242	585	688	982	1040	1091	698
PA2243	157	163	139	94	135	171
PA2244	694	776	850	280	427	356
PA2246	574	546	354	395	488	374
PA2247	12568	8515	9776	6695	2047	5067
PA2248	3644	2477	3014	3337	1247	1963
PA2249	4938	3216	3693	2291	852	1732
PA2250	6669	4443	4608	4332	1979	2717
PA2251	632	410	264	630	466	524
PA2252	505	508	360	2111	6035	3033
PA2253	161	175	129	640	1546	903
PA2254	61	47	44	77	100	110
PA2255	78	77	63	45	58	42
PA2256	63	31	30	50	63	44
PA2257	27	17	12	10	33	30
PA2258	204	135	241	222	241	266
PA2259	4374	6668	3260	3914	3334	4220
PA2260	695	1548	524	304	595	1077
PA2261	822	1557	587	196	484	663
PA2262	735	1145	458	196	313	280
PA2263	1017	1539	601	169	315	284
PA2264	613	743	455	1478	1663	1890
PA2265	911	1080	561	2270	2628	2632
PA2266	1303	1275	850	1623	2704	3199
PA2267	340	280	225	607	717	539
PA2268	154	225	158	147	242	238
PA2269	142	168	107	343	454	552
PA2270	368	264	195	681	734	841
PA2271	193	133	111	234	336	434
PA2272	994	845	739	952	925	956
PA2273	344	258	165	191	172	239
PA2274	82	134	78	79	84	83
PA2275	401	360	247	174	226	204
PA2276	328	319	303	189	181	211
PA2277	637	654	778	95	159	147
PA2278	185	209	295	224	264	159
PA2279	136	218	241	219	189	205
PA2280	413	601	621	554	635	539
PA2281	551	541	587	880	1189	842
PA2282	80	85	39	80	63	62
PA2283	52	48	34	72	83	69
PA2284	88	84	89	30	61	89
PA2285	55	45	45	114	75	79
PA2286	236	146	106	79	108	170
PA2287	418	202	119	83	143	162
PA2288	396	211	117	123	153	124
PA2289	822	609	545	1368	1597	1199
PA2290	6001	3888	3631	4831	7478	5191
PA2291	2328	1558	1522	4223	2082	2057
PA2292	28	26	21	190	111	146
PA2293	12	25	13	13	49	56
PA2294	30	44	31	71	94	69
PA2295	19	21	17	15	17	11
PA2296	173	159	140	127	170	117
PA2297	80	37	46	82	74	77
PA2298	469	288	210	393	492	380
PA2299	392	194	101	232	180	193
PA2300	3264	4096	4561	219	188	149
PA2301	832	790	626	328	348	300
PA2302	5804	5136	5665	1563	1987	2779
PA2303	1343	847	973	452	350	559
PA2304	1190	705	705	323	461	368
PA2305	5631	4299	4372	2139	2366	2880
PA2306	582	566	586	725	619	445
PA2307	43	53	65	51	58	48
PA2308	29	37	39	31	23	16
PA2309	77	95	70	52	75	73
PA2310	68	58	57	30	51	50
PA2311	42	27	47	39	71	47
PA2312	75	42	58	83	98	74
PA2312a	105	111	90	138	128	123
PA2314	32	25	26	38	23	35
PA2315	61	47	23	33	43	60
PA2316	293	249	204	327	304	324
PA2317	1408	1283	742	275	207	402
PA2318	1964	1506	993	345	366	427
PA2319	617	558	409	653	732	663
PA2320	366	341	217	1439	1841	2247
PA2321	221	317	158	3728	4464	2886
PA2322	254	281	171	5107	5542	4487
PA2323	590	511	508	10093	10667	11553
PA2324	45	34	18	75	145	122
PA2325	69	54	42	64	106	70
PA2326	167	144	97	66	114	89
PA2327	855	358	461	183	380	430
PA2328	1020	407	476	242	506	493
PA2329	490	172	274	88	244	263
PA2330	903	325	427	238	679	577
PA2331	4372	1540	1916	421	1097	1088
PA2332	373	328	262	453	568	568
PA2333	135	128	96	183	288	359
PA2334	46	58	37	64	61	47
PA2335	92	120	70	92	60	111
PA2336	61	54	50	58	65	62
PA2337	744	677	553	434	358	437
PA2338	688	481	449	119	102	96
PA2339	296	246	212	129	93	194
PA2340	102	88	81	77	50	56
PA2341	177	171	121	49	59	57
PA2342	233	169	166	103	84	108
PA2343	53	48	24	10	18	19
PA2344	354	198	167	167	202	162
PA2345	1149	757	699	293	385	382
PA2346	98	110	87	72	75	81
PA2347	40	51	30	26	74	55
PA2348	32	42	31	40	49	45
PA2349	75	69	51	27	32	60
PA2350	43	60	39	32	39	45
PA2351	53	56	39	21	36	60
PA2352	124	111	97	508	806	492
PA2353	415	265	252	503	669	533
PA2354	42	28	20	71	64	66
PA2355	163	189	92	63	104	98
PA2356	35	48	18	36	44	34
PA2357	11	20	11	37	32	36
PA2358	23	44	31	330	292	204
PA2359	150	97	116	175	276	173
PA2360	411	232	241	91	106	152
PA2361	668	329	325	285	316	293
PA2362	161	90	74	32	34	74
PA2363	1714	915	933	341	386	376
PA2364	749	622	451	139	166	327
PA2365	1408	858	824	159	74	117
PA2366	3050	1587	1387	304	214	407
PA2367	932	564	479	77	71	79
PA2368	143	81	53	4	1	2
PA2369	881	366	354	75	60	66
PA2370	333	126	144	22	23	33
PA2371	1543	943	956	153	141	159
PA2373	1564	1350	1388	303	239	288
PA2374	316	269	207	47	26	54
PA2375	1056	769	591	29	51	44
PA2376	804	631	422	346	424	421
PA2377	240	276	223	210	196	213
PA2378	2928	2646	2083	2915	4198	3571
PA2379	380	401	258	718	681	323
PA2380	489	432	385	282	264	357
PA2381	6432	5807	5720	808	420	788
PA2382	2107	1325	964	522	663	698
PA2383	475	308	344	162	247	221
PA2384	922	415	720	150	25	141
PA2385	1793	427	873	95	86	100
PA2386	4099	1430	1843	199	147	109
PA2387	584	378	301	286	256	203
PA2388	1511	1092	977	1779	1266	867
PA2389	972	365	383	256	302	225
PA2390	625	296	308	373	394	256
PA2391	386	121	155	201	197	170
PA2392	1922	480	572	109	123	153
PA2393	1260	440	517	73	74	82
PA2394	2299	646	790	93	76	129
PA2395	1069	340	412	60	60	87
PA2396	3112	1642	1860	290	189	363
PA2397	1938	1940	1480	369	321	740
PA2398	2129	1852	1729	2156	561	1206
PA2399	6460	3549	5005	1375	1013	1369
PA2400	4833	2365	3809	1158	1028	1528
PA2402	9919	3730	4903	1230	1303	1246
PA2403	5816	3050	3273	921	189	698
PA2404	1390	713	806	424	66	336
PA2405	2520	1116	1261	573	71	462
PA2406	907	510	541	267	40	163
PA2407	2131	1062	1081	852	147	587
PA2408	1238	463	549	381	70	254
PA2409	911	400	503	417	81	416
PA2410	2988	1507	1803	1242	309	1099
PA2411	10202	2731	3509	80	94	86
PA2412	938	365	369	5	14	11
PA2413	2429	784	971	93	88	78
PA2414	1573	1373	1540	253	283	401
PA2415	381	346	369	103	87	86
PA2416	739	526	700	236	291	336
PA2417	1011	997	755	571	577	756
PA2418	182	204	118	79	55	101
PA2419	149	182	160	160	145	119
PA2420	100	116	96	61	62	93
PA2421	166	90	80	62	85	137
PA2422	100	102	78	69	43	74
PA2423	1373	1397	902	779	559	490
PA2424	7757	2524	4180	356	538	381
PA2425	1746	543	698	28	15	17
PA2426	1647	998	1060	32	15	24
PA2427	1355	425	608	24	24	26
PA2428	105	88	69	109	90	75
PA2429	130	65	79	51	50	40
PA2430	352	204	258	115	169	175
PA2431	580	418	380	229	272	329
PA2432	146	120	123	362	307	265
PA2433	3165	4182	5749	587	319	267
PA2434	426	530	617	70	119	146
PA2435	1440	1373	1174	375	452	517
PA2436	252	190	189	478	344	199
PA2437	119	81	79	27	55	55
PA2438	175	118	99	102	98	68
PA2439	527	390	261	69	122	117
PA2440	153	112	65	212	249	165
PA2441	182	214	157	134	160	134
PA2442	949	987	823	303	441	357
PA2443	1819	1400	1399	504	441	346
PA2444	575	460	652	407	355	269
PA2445	2785	2168	2895	2448	2073	1844
PA2446	594	443	540	339	298	325
PA2447	304	223	197	139	183	231
PA2448	1423	1148	1282	238	378	362
PA2449	838	517	614	1288	1778	1397
PA2450	663	478	340	870	1263	979
PA2453	121	89	118	738	723	917
PA2454	240	182	151	739	858	873
PA2455	361	286	368	478	643	783
PA2457	177	231	156	252	138	276
PA2458	1214	1319	1093	957	1242	1567
PA2459	864	1179	1102	103	99	685
PA2460	250	205	206	143	97	157
PA2461	570	667	448	81	42	208
PA2462	3285	3205	2824	8863	10644	8145
PA2463	152	178	103	940	1138	922
PA2464	1232	676	650	1362	2185	2062
PA2465	83	55	34	31	19	29
PA2466	739	650	434	223	212	260
PA2467	514	328	283	99	103	63
PA2468	851	599	526	109	139	121
PA2469	873	812	583	305	399	500
PA2470	173	193	110	78	96	90
PA2471	190	264	150	170	135	118
PA2472	72	78	39	20	20	46
PA2473	33	36	16	14	19	34
PA2474	190	155	96	27	36	55
PA2475	1260	784	579	196	162	259
PA2476	848	846	743	466	393	396
PA2477	353	322	238	73	100	78
PA2478	536	513	551	117	177	104
PA2479	327	272	243	237	317	268
PA2480	897	611	611	678	944	798
PA2481	1325	1158	844	1522	1984	2401
PA2482	1945	1935	1123	925	1394	1392
PA2483	4075	3674	2310	1790	2003	1542
PA2484	1074	1085	651	798	868	614
PA2485	318	516	346	157	78	63
PA2486	337	584	476	351	105	91
PA2487	136	177	131	64	56	108
PA2488	432	367	413	155	218	221
PA2489	481	534	375	249	222	324
PA2490	98	115	83	115	101	90
PA2491	6633	4807	3822	2731	3197	3318
PA2492	1581	1188	1125	1643	1560	1627
PA2493	168	129	103	85	105	91
PA2494	301	267	183	262	288	254
PA2495	102	98	65	83	136	180
PA2496	132	81	83	176	235	317
PA2497	271	277	183	159	210	194
PA2498	33	31	25	30	50	30
PA2499	25	20	9	18	43	50
PA2500	384	329	312	2991	2638	3817
PA2501	62	64	61	1086	434	487
PA2502	244	137	118	271	509	340
PA2503	603	401	253	1251	1805	1414
PA2504	1369	1381	972	506	485	462
PA2505	89	254	136	139	89	109
PA2506	1077	1987	898	8	8	12
PA2507	8663	19646	9915	69	110	82
PA2508	3226	8910	4740	32	30	60
PA2509	2388	6135	3971	42	60	47
PA2510	746	657	492	222	336	361
PA2511	6397	7397	5135	208	218	251
PA2512	13389	38797	22522	116	172	152
PA2513	4499	12972	9268	67	116	102
PA2514	7231	18377	10918	54	105	76
PA2515	2929	7444	3897	18	48	45
PA2516	984	1922	1060	36	51	46
PA2517	590	1054	642	7	9	16
PA2518	1335	2121	680	38	31	39
PA2519	3625	7262	3419	225	200	234
PA2520	451	461	312	406	389	489
PA2521	41	66	36	69	41	63
PA2522	44	23	11	26	40	30
PA2523	104	94	82	100	91	44
PA2524	646	468	427	418	500	479
PA2525	459	423	343	1401	1467	1454
PA2526	541	497	482	1900	1633	1244
PA2527	928	777	671	1715	1749	1418
PA2528	535	424	480	961	1044	745
PA2529	951	670	726	1048	1061	1392
PA2530	800	538	560	1202	1551	1528
PA2531	742	355	363	145	225	171
PA2532	4139	2969	2561	2016	2400	2177
PA2533	1739	1134	1127	2201	1769	1496
PA2534	232	158	169	227	290	343
PA2535	276	253	187	586	652	648
PA2536	584	322	370	3408	4075	3471
PA2537	195	197	171	1239	1118	950
PA2538	70	31	37	322	725	720
PA2539	153	77	74	1789	2834	2278
PA2540	609	315	268	5403	7822	7271
PA2541	582	392	243	1119	1684	2022
PA2542	561	405	411	2151	2203	1791
PA2543	776	509	483	1239	1336	1532
PA2544	2740	1761	1652	644	541	498
PA2545	1625	1236	1133	1921	1741	1425
PA2546	330	318	269	295	304	432
PA2547	281	202	132	175	241	214
PA2548	163	142	99	148	210	229
PA2549	845	497	454	874	569	396
PA2550	570	590	392	670	732	411
PA2551	909	930	729	1009	736	498
PA2552	5374	4241	3544	852	603	578
PA2553	4357	3144	3215	621	385	562
PA2554	4317	3472	3159	406	204	383
PA2555	8223	6749	6370	1288	591	939
PA2556	727	632	620	358	432	478
PA2557	1041	1084	1061	563	316	234
PA2558	307	227	168	386	409	272
PA2559	3659	3332	2360	1711	2126	2664
PA2559a	822	680	636	1141	1054	1039
PA2560	1203	934	787	1097	840	662
PA2561	529	406	426	399	699	488
PA2562	5964	7099	7742	2404	2539	3119
PA2563	1065	1329	703	307	311	321
PA2564	2108	1823	1496	131	152	169
PA2565	612	494	288	35	31	41
PA2566	4211	3563	3102	103	120	105
PA2567	563	499	462	5268	2673	3650
PA2568	2086	1454	1225	870	863	784
PA2569	337	478	519	465	281	209
PA2570	2923	3823	3879	21	16	8
PA2570.1	902	445	305	354	290	434
PA2571	3797	3791	2896	372	306	566
PA2572	1648	1850	1322	462	259	258
PA2573	4340	4382	2878	864	731	826
PA2574	827	1247	782	273	193	273
PA2575	744	899	741	3654	2251	2331
PA2576	213	185	147	681	571	914
PA2577	137	131	113	705	269	289
PA2578	215	170	109	315	381	532
PA2579	985	689	661	2001	1918	1612
PA2580	447	596	383	200	218	202
PA2581	510	446	380	4567	3979	4412
PA2581.1	66	45	60	55	61	88
PA2582	6504	5709	4539	3331	4144	3218
PA2583	3587	2760	2602	2262	1900	2623
PA2583.1	29	34	36	11	16	11
PA2584	1015	767	796	1319	1313	1053
PA2585	1635	1300	1268	2660	2533	1851
PA2586	8840	7924	6386	2728	2421	2766
PA2587	3285	2507	2604	2113	2291	2695
PA2588	1930	1559	1534	503	397	512
PA2589	266	295	282	107	103	81
PA2590	179	174	124	198	180	169
PA2591	2649	2605	2479	700	504	918
PA2592	3349	1879	2575	1350	1212	844
PA2593	232	100	138	94	151	75
PA2594	399	269	248	364	430	320
PA2595	212	152	126	249	261	254
PA2596	84	73	55	95	111	122
PA2597	66	66	59	103	139	120
PA2598	79	65	71	212	176	194
PA2599	195	182	112	193	251	222
PA2600	126	149	98	218	248	364
PA2601	795	520	495	352	471	585
PA2602	94	77	62	65	69	67
PA2603	478	346	283	565	688	581
PA2603.1	45	31	12	18	11	36
PA2604	12905	13737	8758	7934	4345	2592
PA2605	1849	1337	1230	312	260	823
PA2606	274	208	209	215	263	192
PA2607	230	157	179	147	183	263
PA2608	269	186	190	267	204	237
PA2609	1016	875	764	811	842	767
PA2610	809	894	584	523	589	557
PA2611	1489	1178	998	2667	3679	3918
PA2612	1990	1676	1540	8103	8133	6804
PA2613	1269	889	955	3799	3973	3376
PA2614	947	724	692	2746	2550	2193
PA2615	7507	5010	4719	13533	14088	14084
PA2616	2693	2454	1699	6552	5646	3954
PA2617	549	511	399	577	641	723
PA2618	625	593	624	706	402	335
PA2619	494	473	453	2706	671	300
PA2620	14273	12911	10425	12260	11794	8516
PA2621	2870	3968	2722	1431	687	827
PA2622	6273	7157	5788	4285	1603	1515
PA2623	36856	27210	22872	56646	41952	41883
PA2624	3035	3133	2743	19633	16550	12572
PA2625	403	370	242	337	365	468
PA2626	2997	2481	2210	4315	3846	4253
PA2627	506	338	336	1204	1234	935
PA2628	324	239	215	529	335	355
PA2629	1420	1107	1092	3885	3627	1925
PA2630	474	314	327	3130	3988	3863
PA2631	1707	1806	1078	2156	1991	1540
PA2632	642	637	438	872	725	688
PA2633	1692	1567	1184	1158	844	726
PA2634	2532	2687	2460	5920	3844	2764
PA2635	566	583	410	241	292	414
PA2636	252	202	156	82	100	140
PA2637	1014	1109	943	1325	990	716
PA2638	2484	2653	2299	9075	6285	4134
PA2639	4096	4212	4104	17044	14097	14067
PA2640	713	658	594	2151	2415	1852
PA2641	3422	2477	2162	8415	10190	7954
PA2642	5398	4544	4373	18109	22691	18930
PA2643	1801	1767	1464	5473	4528	3496
PA2644	786	802	797	3845	3672	3007
PA2645	726	602	667	1457	1857	2389
PA2646	765	548	506	743	1029	1958
PA2647	3373	2904	2614	10089	10642	8185
PA2648	2322	2027	2079	7160	6903	6092
PA2649	2094	1862	2109	9403	8637	6652
PA2650	207	134	147	427	466	309
PA2651	1014	740	712	1910	1820	1231
PA2652	204	165	141	519	813	395
PA2653	381	389	290	974	1378	501
PA2654	727	377	438	1922	2084	1543
PA2655	133	134	113	224	274	247
PA2656	751	633	763	862	1075	770
PA2657	1275	1317	1534	1045	1362	1237
PA2658	815	1056	1162	762	897	481
PA2659	1885	3048	3625	1291	1252	1429
PA2660	553	327	287	598	924	592
PA2661	815	277	223	599	636	585
PA2662	2287	559	535	1083	1204	1517
PA2663	1141	192	158	306	252	545
PA2664	11277	2599	1542	1649	1154	1964
PA2665	2260	1562	1163	1079	1008	1542
PA2666	404	378	448	467	273	237
PA2667	604	627	491	4591	742	397
PA2669	148	150	143	92	68	119
PA2670	273	257	187	170	145	306
PA2671	141	157	122	110	115	129
PA2672	41	29	12	26	50	43
PA2673	38	27	22	23	26	25
PA2674	7	13	19	26	16	13
PA2675	64	44	28	49	37	36
PA2676	89	68	55	86	70	108
PA2677	158	111	108	198	169	193
PA2678	120	119	105	132	78	117
PA2679	985	1434	989	866	989	1004
PA2680	100	81	74	92	112	161
PA2681	216	197	179	114	131	149
PA2682	6419	8897	7446	821	699	788
PA2683	1631	2159	1724	2841	2520	2163
PA2684	1656	855	937	12700	16786	19167
PA2685	2527	1313	1328	12286	12047	12434
PA2686	921	579	401	155	172	127
PA2687	1512	880	591	269	274	335
PA2688	529	487	370	184	227	390
PA2689	244	220	141	97	101	98
PA2690	434	391	203	305	334	395
PA2691	4451	3359	934	255	316	276
PA2692	623	413	297	838	808	486
PA2693	216	180	150	153	196	189
PA2694	279	289	323	119	149	247
PA2695	1147	646	648	623	902	852
PA2696	283	313	272	123	99	194
PA2697	70	65	43	23	39	38
PA2698	170	103	107	207	183	186
PA2699	538	355	481	93	84	86
PA2700	148	114	95	65	58	57
PA2701	228	184	135	88	104	113
PA2702	391	276	238	810	737	489
PA2703	120	63	28	768	558	469
PA2704	359	299	236	547	578	391
PA2705	795	771	809	1473	1331	1074
PA2706	378	368	315	625	570	460
PA2707	1636	2023	1417	3701	2062	2125
PA2708	417	447	395	401	421	298
PA2709	2526	2240	1664	3695	3149	3084
PA2710	472	419	347	476	505	563
PA2711	205	253	175	278	234	174
PA2712	354	309	270	548	528	449
PA2713	332	322	220	421	374	461
PA2714	166	146	66	356	369	327
PA2715	50	31	10	66	65	54
PA2716	867	702	582	186	303	401
PA2717	1269	1138	949	213	190	187
PA2718	524	365	243	249	228	304
PA2719	262	190	194	227	182	183
PA2720	496	264	310	522	735	453
PA2721	1171	720	644	105	70	103
PA2722	264	202	186	54	72	72
PA2723	275	291	204	259	221	376
PA2724	156	150	86	146	196	259
PA2725	713	542	415	1757	1735	1565
PA2726	260	241	169	661	674	643
PA2729	461	335	402	1260	1198	1370
PA2730	358	403	373	1642	475	689
PA2732	2832	2475	2447	8369	6934	7074
PA2733	290	300	319	1523	1133	732
PA2734	1839	1796	1893	4585	4459	5458
PA2735	2288	1897	1753	5972	5857	5509
PA2736	706	490	501	672	459	621
PA2736.1	32	9	18	51	39	14
PA2737	2586	1856	1836	4433	3221	3520
PA2738	9360	5959	4685	4012	3712	10663
PA2739	2869	2287	2472	9504	13230	10613
PA2740	1293	1118	1251	4033	5233	4676
PA2741	12921	17544	15053	67188	59073	29807
PA2742	4508	4965	4872	21978	15148	6476
PA2743	19377	15036	18561	29740	25921	24232
