Geneid	B1C.sam	B2C.sam	B3C.sam	P1C.sam	P2C.sam	P3C.sam
PA0220	412	344	80	246	254	329
PA0221	159	191	50	166	188	236
PA0222	109	103	45	72	77	97
PA0223	223	194	119	379	416	434
PA0224	378	347	154	304	241	422
PA0225	353	268	118	511	416	478
PA0226	6169	10004	1330	182	238	250
PA0227	4456	6559	1107	73	86	126
PA0228	7441	10822	1035	236	238	291
PA0229	2023	2279	342	190	136	203
PA0230	1294	1436	163	163	238	500
PA0231	1145	1333	370	207	221	330
PA0232	1528	832	114	270	182	222
PA0233	1212	644	183	458	624	638
PA0234	210	168	99	148	171	199
PA0235	853	1469	450	98	156	175
PA0236	156	176	121	181	378	403
PA0237	80	70	15	61	78	64
PA0238	131	105	38	26	85	76
PA0239	188	110	52	210	222	327
PA0240	416	364	70	163	210	334
PA0241	158	281	106	67	74	98
PA0242	773	465	94	106	189	213
PA0243	811	650	163	593	790	651
PA0244	137	176	40	26	73	96
PA0245	608	258	96	55	134	137
PA0246	535	588	196	321	755	804
PA0247	287	575	225	217	260	284
PA0248	396	291	115	470	531	885
PA0249	341	411	218	138	227	348
PA0250	1694	1651	550	1014	710	991
PA0251	188	149	43	109	118	151
PA0252	62	65	50	128	118	62
PA0253	264	232	106	255	387	399
PA0254	368	282	65	327	365	633
PA0255	491	542	124	385	579	739
PA0256	2545	1702	635	529	370	452
PA0257	241	172	86	318	130	158
PA0258	122	99	67	211	115	130
PA0259	1808	1501	935	1748	1613	2586
PA0260	1424	1064	895	2447	2460	3070
PA0261	110	72	27	154	156	216
PA0262	1330	823	351	1569	1313	1795
PA0263	230	235	173	181	136	129
PA0263.1	90	64	41	30	35	50
PA0265	15289	12961	2649	3972	4165	5398
PA0266	19111	13387	3683	5265	6089	7159
PA0267	765	836	257	688	1143	1252
PA0268	233	240	64	153	260	334
PA0269	754	765	522	572	639	856
PA0270	326	394	162	180	199	260
PA0271	157	268	68	79	108	156
PA0272	695	644	201	437	627	588
PA0273	65	48	25	22	33	61
PA0274	240	291	133	59	64	75
PA0275	646	509	347	428	504	705
PA0276	123	143	52	123	110	204
PA0277	133	73	46	1295	2012	1041
PA0278	88	100	42	45	110	161
PA0279	148	166	34	79	104	190
PA0280	268	415	191	1166	1674	1489
PA0281	410	396	120	986	1157	1298
PA0282	256	305	232	817	905	1370
PA0283	946	1098	439	3757	3143	4416
PA0284	528	425	147	2103	706	1166
PA0285	1261	1184	418	1993	2671	2421
PA0286	44515	18960	7877	12369	11189	10083
PA0287	176	102	19	41	55	60
PA0288	210	217	53	94	159	164
PA0289	568	542	152	552	637	901
PA0290	2946	3303	414	607	586	635
PA0291	2823	2359	966	16688	19107	18744
PA0292	3158	3060	861	3991	4384	4080
PA0293	269	198	61	584	941	839
PA0294	564	538	264	497	652	858
PA0295	945	594	381	4563	3024	3980
PA0296	16058	14025	6653	9400	9180	9554
PA0297	4784	3675	1527	2438	1819	2210
PA0298	8229	10726	2759	4036	3550	4103
PA0299	13700	16081	5292	5737	6418	8088
PA0300	10412	16120	3973	11018	7751	8572
PA0301	3800	3930	1087	4845	3376	3345
PA0302	3569	3514	953	4637	4069	4255
PA0303	2851	2339	837	3421	3094	3563
PA0304	3350	3305	832	3969	4358	4122
PA0305	983	859	473	1111	1370	1805
PA0306	833	799	295	532	796	864
PA0306a	2892	1894	1141	3165	1167	1413
PA0307	998	768	426	209	431	512
PA0308	561	685	201	394	822	802
PA0309	1244	1219	628	677	963	1011
PA0310	548	435	167	682	696	819
PA0311	153	125	44	94	210	244
PA0312	2097	1702	563	535	826	1213
PA0313	1137	965	408	694	859	899
PA0314	3023	2488	889	1692	1613	1628
PA0315	13033	11138	3330	3899	4211	3583
PA0316	7588	6705	2118	9012	9364	9213
PA0317	4307	4185	1190	5103	5261	4791
PA0318	2123	2078	843	1705	1972	3031
PA0319	1537	1208	343	1799	2218	2034
PA0320	5247	2719	1327	257	270	285
PA0321	329	365	198	307	303	470
PA0322	289	311	135	298	241	358
PA0323	178	184	73	196	125	230
PA0324	195	150	119	168	109	223
PA0325	570	354	115	214	276	401
PA0326	134	91	79	138	105	139
PA0327	1000	1571	229	392	372	606
PA0328	775	688	202	1163	1934	2325
PA0329	3775	2988	781	1998	1215	1121
PA0330	1735	1613	361	1711	1939	1426
PA0331	2259	2044	893	3374	5003	5338
PA0332	811	1088	377	162	299	556
PA0333	456	308	141	234	406	616
PA0334	493	374	127	601	1034	1162
PA0335	1782	2155	669	1907	2465	2905
PA0336	3354	3907	1527	3706	3947	6053
PA0337	7571	8403	2512	11390	13162	18038
PA0338	806	555	192	375	637	692
PA0339	560	706	173	300	351	665
PA0340	780	631	211	486	707	764
PA0341	1142	1087	414	1435	2039	2071
PA0342	2111	1826	503	2536	2704	2147
PA0343	1227	890	313	766	1202	1208
PA0344	446	722	187	388	496	616
PA0345	328	371	117	146	215	377
PA0346	47	44	24	133	124	126
PA0347	195	235	115	195	295	345
PA0348	205	177	75	127	185	249
PA0349	171	123	73	101	93	206
PA0350	399	333	159	335	556	647
PA0351	852	466	370	1033	1002	1407
PA0352	564	413	118	803	1728	1191
PA0353	4757	4181	1422	7919	7262	7965
PA0354	1686	1460	590	1725	3032	2217
PA0355	1616	1257	446	308	255	380
PA0356	529	391	192	916	1152	791
PA0357	1884	1594	803	1736	2624	2737
PA0358	283	195	110	338	603	434
PA0359	2356	1429	1638	5906	3002	6291
PA0360	1582	945	371	1072	1299	1865
PA0361	2006	2002	717	985	1583	1876
PA0362	964	529	369	1382	1132	1220
PA0363	1477	1077	420	1938	2066	1681
PA0364	708	715	223	461	386	589
PA0365	399	489	259	174	144	246
PA0366	1885	1555	564	670	544	877
PA0367	931	836	540	744	546	980
PA0367a	284	244	70	278	356	528
PA0368	961	826	338	657	929	1258
PA0370	897	995	527	772	962	1299
PA0371	2535	2840	1193	3502	3131	3801
PA0372	2921	3007	1562	3050	3038	3409
PA0373	3814	4451	1322	5025	6226	5733
PA0374	1765	1584	473	1824	2536	2625
PA0375	2976	3169	517	2319	3865	4186
PA0376	25075	21409	6665	12383	16621	17111
PA0377	508	672	177	250	527	508
PA0378	390	316	108	305	568	458
PA0379	521	428	258	374	401	483
PA0380	314	247	88	330	250	229
PA0381	2770	2279	676	4475	4927	4383
PA0382	1073	850	268	1456	2971	2361
PA0383	779	526	262	413	578	681
PA0384	300	205	58	89	97	100
PA0385	235	133	105	319	237	218
PA0386	423	297	476	521	1025	923
PA0387	1213	1437	665	1316	2211	2999
PA0388	2255	1799	910	3211	2634	3640
PA0389	793	652	298	1767	1398	1734
PA0390	1160	802	288	2387	2793	2408
PA0391	1886	1555	661	3113	2777	3930
PA0392	863	821	258	1245	1556	1533
PA0393	1160	1574	298	1057	1663	2130
PA0394	2763	2242	745	1875	1776	2997
PA0395	3840	2985	1198	2808	2636	3109
PA0396	2754	2409	996	3385	3145	4490
PA0397	1310	855	434	349	446	604
PA0398	1103	927	354	1627	1356	1523
PA0399	3740	3659	1563	2149	2947	4038
PA0400	2603	2752	1866	1817	2881	3869
PA0401	2026	2368	728	3145	4693	5576
PA0402	2372	1916	778	5271	6235	6433
PA0403	1307	927	353	3061	3023	4199
PA0404	1227	959	365	637	971	1061
PA0405	2028	1184	729	1576	1568	1873
PA0406	983	753	379	1351	1284	1355
PA0407	3779	2835	1381	4157	3677	4858
PA0408	2555	2281	1307	12526	4932	6902
PA0409	653	795	635	4237	2158	3823
PA0410	796	841	427	1974	3174	4884
PA0411	2649	3569	1090	15238	13881	13951
PA0412	712	971	209	1666	2253	2427
PA0413	5558	7992	3206	13099	18489	22886
PA0414	483	824	159	1215	1616	1693
PA0415	452	465	179	676	1020	935
PA0416	133	146	78	274	337	451
PA0417	156	198	139	128	273	323
PA0418	458	376	177	533	787	961
PA0419	421	376	180	487	1138	938
PA0420	1176	1222	404	2256	2651	2812
PA0421	2449	2283	1270	2498	3969	4047
PA0422	1928	1129	802	1376	1581	1641
PA0423	7152	5122	1904	15069	13129	10801
PA0424	2613	1896	617	758	649	1008
PA0425	4332	3039	906	4114	5760	5539
PA0426	10205	8230	2453	13992	19807	18878
PA0427	3301	3132	844	6454	7505	7461
PA0428	5230	5172	2062	7605	13707	12346
PA0429	5814	4743	1915	3842	4224	4356
PA0430	2016	3228	1200	1616	2636	2525
PA0431	2179	3474	1158	2076	2972	2816
PA0432	19557	21852	7052	20488	26229	24272
PA0433	747	707	360	107	190	148
PA0434	735	698	368	174	454	401
PA0435	216	202	48	54	161	152
PA0436	1324	1185	511	2258	765	1205
PA0437	939	860	395	2423	3096	2937
PA0438	317	274	107	363	607	635
PA0439	293	444	144	49	61	115
PA0440	761	736	290	138	149	253
PA0441	1368	1723	571	116	153	232
PA0442	2	2	8	2	0	0
PA0443	326	375	138	82	73	138
PA0444	831	1272	290	195	247	313
PA0445	503	438	235	242	309	339
PA0446	2400	5735	4682	544	930	977
PA0447	3502	22288	13429	1291	1861	1163
PA0448	507	425	128	379	603	747
PA0449	1545	1260	578	4171	2228	2555
PA0450	431	292	188	263	352	461
PA0451	6408	3761	4505	97	196	644
PA0452	1084	545	294	68	76	125
PA0451a	666	354	126	197	201	315
PA0454	1297	979	485	1103	1212	1544
PA0455	2365	1836	1134	1335	2177	2375
PA0456	52303	43615	18953	79241	23510	22663
PA0457	348	300	163	317	390	329
PA0457.1	145	133	44	180	260	314
PA0458	768	682	323	812	1057	1180
PA0459	3980	4594	1441	2362	2418	3314
PA0460	4429	5943	2826	1439	2286	2399
PA0461	1681	1956	801	2154	1869	2124
PA0462	4028	2805	915	866	799	952
PA0463	533	473	130	360	544	627
PA0464	601	608	205	865	1197	1444
PA0465	210	315	56	186	187	181
PA0466	63	45	11	25	28	40
PA0467	495	454	197	330	450	535
PA0468	829	969	349	422	665	1012
PA0469	1691	1755	399	832	1214	1533
PA0470	3485	1626	658	514	734	860
PA0471	1021	825	249	36	83	90
PA0472	2285	1712	443	81	101	66
PA0473	2130	2692	668	1181	1089	1479
PA0474	47	26	17	10	19	40
PA0475	311	269	143	186	267	326
PA0476	1433	884	419	557	610	939
PA0477	343	252	117	460	385	588
PA0478	493	362	416	518	484	509
PA0479	392	344	213	223	253	553
PA0480	55	41	20	51	60	70
PA0481	114	139	48	99	170	132
PA0482	10608	11862	2192	9899	10031	11755
PA0483	2578	2287	1051	416	399	632
PA0484	5226	3883	827	483	331	513
PA0485	848	683	243	573	781	722
PA0486	1439	1131	378	699	843	1146
PA0487	909	861	190	921	867	1324
PA0488	115	152	31	24	52	36
PA0489	523	432	157	79	117	141
PA0490	1582	1605	480	192	256	280
PA0491	966	267	135	503	534	787
PA0492	783	1033	221	451	1130	976
PA0493	110	158	109	69	188	210
PA0494	653	1156	276	389	994	1314
PA0495	1312	1292	321	754	1331	1553
PA0496	961	1087	305	431	1041	1255
PA0497	199	212	174	230	202	222
PA0498	535	354	496	765	324	732
PA0499	379	291	189	157	125	215
PA0500	4322	4352	1673	5055	6354	6321
PA0501	618	671	225	563	1227	1564
PA0502	823	1079	230	581	1065	1049
PA0503	236	314	86	166	388	382
PA0504	151	316	69	84	246	275
PA0505	11179	4751	4173	2556	1540	3038
PA0506	12223	10298	3616	5296	4359	6714
PA0507	962	977	268	471	510	724
PA0508	1980	1476	626	888	1194	1674
PA0509	2189	3321	1545	866	449	436
PA0510	1148	1717	813	306	189	236
PA0511	1937	2837	950	815	312	350
PA0512	649	981	446	332	200	218
PA0513	577	817	291	310	175	108
PA0514	1057	1252	897	376	242	243
PA0515	1242	1509	553	515	362	361
PA0516	3584	5220	1627	1957	1274	1138
PA0517	214	540	390	52	34	66
PA0518	1680	2524	1511	948	390	683
PA0519	27167	28294	12497	25984	8028	25014
PA0520	7903	12433	2759	880	578	1113
PA0521	1129	3087	421	47	69	131
PA0522	221	543	84	8	6	22
PA0523	16493	22742	13604	913	182	1800
PA0524	30996	49121	19975	1284	589	2136
PA0525	6395	11817	2488	429	497	1603
PA0526	578	607	296	152	203	774
PA0527	2980	3442	1218	5138	3084	3279
PA0527.1	27343	32598	40232	5300	3352	5879
PA0528	254	226	127	303	390	363
PA0529	518	650	552	1184	1546	2693
PA0530	340	585	137	392	644	718
PA0531	481	349	123	150	273	210
PA0532	341	176	91	128	158	186
PA0533	766	750	218	757	998	1128
PA0534	6477	9989	4490	359	493	659
PA0535	844	1796	918	143	282	438
PA0536	1019	1339	664	1670	2537	2349
PA0537	1762	1646	844	2057	2178	2271
PA0538	945	738	465	319	521	754
PA0539	241	160	78	148	203	288
PA0540	334	303	150	130	163	144
PA0541	1564	1233	539	1407	2172	1936
PA0542	2454	1556	1593	2688	4363	5616
PA0543	856	810	249	116	122	199
PA0544	1220	727	272	431	638	665
PA0545	756	894	337	2560	3374	6414
PA0546	11416	29510	8814	9648	15382	15032
PA0547	6839	15689	4462	1463	3300	3289
PA0548	7841	8384	2882	12073	20170	17641
PA0549	626	755	167	793	1851	1778
PA0550	724	608	562	350	827	871
PA0551	2116	1842	498	2136	2755	2408
PA0552	3125	4045	1124	4862	7762	8997
PA0553	1113	1162	349	450	783	1043
PA0554	870	1344	658	679	829	924
PA0555	8012	8266	2481	13734	13060	12170
PA0556	360	349	132	238	575	668
PA0557	866	701	154	164	183	186
PA0558	4782	4348	1618	446	608	835
PA0559	1478	1052	546	424	838	789
PA0560	661	366	222	411	312	429
PA0561	353	266	165	494	406	435
PA0562	903	608	239	486	600	604
PA0563	826	394	311	3623	4699	3329
PA0564	333	271	125	250	310	369
PA0565	2315	6365	467	152	146	204
PA0566	1822	5405	504	368	478	708
PA0567	976	1837	304	270	185	242
PA0568	380	360	218	316	422	500
PA0569	78	114	37	277	274	352
PA0570	75	81	27	93	137	174
PA0571	487	420	110	597	701	747
PA0572	916	1146	483	1360	1510	2317
PA0573	253	153	82	169	191	261
PA0574	385	381	109	1099	683	769
PA0574.1	6	3	11	4	1	6
PA0575	2491	1672	627	443	444	699
PA0576	30645	24519	8334	22241	31155	27583
PA0577	5174	3202	1440	4744	4220	5260
PA0578	664	682	219	1005	1366	951
PA0579	3048	1542	1081	5563	1683	1707
PA0580	1459	1210	241	878	2105	1255
PA0581	1189	1083	357	634	857	1061
PA0582	146	106	50	108	141	143
PA0583	270	260	97	201	351	353
PA0584	1425	1212	364	556	832	1095
PA0585	745	295	282	95	83	91
PA0586	8557	5293	2188	585	381	478
PA0587	7574	5258	2296	539	499	672
PA0588	36213	25172	12673	2475	1696	2493
PA0589	690	533	241	442	441	564
PA0590	1742	1895	593	1847	1650	2088
PA0591	762	417	160	657	494	609
PA0592	1075	819	339	1040	1080	800
PA0593	1763	1785	1455	2003	2553	3412
PA0594	4998	6097	1902	8356	9694	10548
PA0595	16025	13576	5445	24216	19391	18819
PA0596	1631	1480	864	2118	3361	4687
PA0597	363	529	107	357	710	854
PA0598	1175	1323	316	1159	1202	1448
PA0599	1420	1327	736	615	880	1122
PA0600	1907	1591	517	1038	1313	1701
PA0601	1186	1069	223	887	870	1077
PA0602	515	538	447	1069	1538	2283
PA0603	929	1251	396	208	230	273
PA0604	2381	2841	941	240	651	427
PA0605	952	868	298	180	224	240
PA0606	485	462	218	105	107	145
PA0607	2098	1142	716	1791	2355	1604
PA0608	1080	913	368	1012	1610	1246
PA0609	2476	2328	632	3572	4645	3694
PA0610	509	161	97	662	721	840
PA0611	542	523	280	1235	1247	1748
PA0612	58	51	19	20	104	109
PA0613	159	60	34	116	206	240
PA0614	46	62	9	38	43	87
PA0615	606	379	127	234	472	626
PA0616	365	248	63	381	487	531
PA0617	144	96	24	162	223	247
PA0618	353	231	70	237	496	556
PA0619	403	286	87	538	645	673
PA0620	1405	1029	371	1446	1623	1950
PA0621	306	179	98	425	265	367
PA0622	1450	858	213	1590	1880	1982
PA0623	352	194	57	511	557	587
PA0624	245	213	25	241	290	352
PA0625	1200	1010	165	921	1630	2000
PA0626	459	365	173	162	355	498
PA0627	37	19	8	7	25	40
PA0628	466	352	57	350	571	559
PA0629	139	98	29	52	147	184
PA0630	59	88	7	35	107	128
PA0631	129	104	23	101	134	137
PA0633	385	164	76	395	681	749
PA0634	172	121	34	220	459	430
PA0635	176	134	49	217	382	409
PA0636	615	475	171	437	677	839
PA0637	129	88	32	54	162	165
PA0638	189	168	28	78	272	229
PA0639	218	186	28	66	205	244
PA0640	195	128	47	119	184	221
PA0641	1713	1232	339	1017	1756	1985
PA0643	472	289	164	446	431	397
PA0644	152	120	88	150	102	169
PA0645	125	93	64	78	114	218
PA0646	730	580	408	923	679	1080
PA0647	324	214	412	205	150	285
PA0648	226	237	164	192	106	234
PA0649	1908	1608	751	2305	2834	2745
PA0650	2307	2690	576	1843	2457	2419
PA0651	2408	2449	530	2734	3837	3670
PA0652	4740	3799	2381	11866	6252	6677
PA0653	2811	2219	672	1753	2113	1635
PA0654	855	699	342	4649	2778	2280
PA0655	6114	3355	2109	2743	2760	4619
PA0656	1404	947	664	354	197	372
PA0657	1070	1231	341	986	1084	1728
PA0658	1095	1097	507	864	1200	1830
PA0659	1541	1368	573	4299	3339	4200
PA0660	2665	2490	855	1765	1826	2425
PA0661	547	418	246	582	496	529
PA0662	1444	1867	585	941	2356	2539
PA0663	879	1013	215	1218	1640	1986
PA0664	1045	985	413	2015	2739	2569
PA0665	3777	1953	1287	1439	1640	1941
PA0666	3784	3661	926	1844	2615	2906
PA0667	6874	5431	1800	7572	4583	4160
PA0668	3867	2924	1804	5116	6554	5134
PA0668.1	203144	290010	393254	1254974	9239	30790
PA0668.2	253	259	310	1361	532	478
PA0668.3	76	38	76	47	93	76
PA0668.4	1753542	1729629	716689	288232	13876	56553
PA0668.5	229	380	154	2375	321	376
PA0669	582	531	158	238	353	444
PA0670	194	167	65	88	184	216
PA0671	160	75	52	99	111	160
PA0672	4940	1692	882	102	141	138
PA0673	289	116	84	86	50	84
PA0674	113	92	34	32	44	97
PA0675	46	39	11	10	26	19
PA0676	119	117	22	26	64	50
PA0677	27	16	14	8	16	18
PA0678	20	21	6	28	13	27
PA0679	192	162	116	33	47	82
PA0680	64	69	32	15	35	49
PA0681	82	60	17	20	24	43
PA0682	56	50	19	12	18	38
PA0683	15	9	8	4	17	15
PA0684	11	14	5	7	18	17
PA0685	184	128	78	127	89	163
PA0686	92	78	66	48	52	44
PA0687	30	23	11	35	25	48
PA0688	883	735	410	571	721	779
PA0689	765	516	356	751	357	447
PA0690	3783	2865	954	1703	1934	2815
PA0691	14	4	13	11	6	12
PA0692	76	64	28	56	34	49
PA0693	120	79	31	51	41	78
PA0694	11	18	6	9	12	20
PA0695	15	14	9	1	17	31
PA0696	231	207	66	111	141	162
PA0697	10	6	22	24	16	22
PA0698	7	10	8	9	22	18
PA0699	45	67	12	23	43	57
PA0700	30	35	6	9	24	27
PA0701	115	145	59	47	106	124
PA0701a	113	165	45	98	91	106
PA0702	86	61	17	70	111	130
PA0703	259	249	141	144	227	287
PA0704	1188	1312	361	281	470	462
PA0705	2049	1409	564	3236	2801	2824
PA0706	1369	1284	268	1010	936	795
PA0707	1008	416	129	170	140	111
PA0708	380	280	170	262	275	382
PA0709	55	30	21	58	19	18
PA0710	61	36	20	9	31	33
PA0711	91	87	30	58	74	88
PA0712	556	281	196	282	201	233
PA0713	1001	983	296	1297	429	812
PA0714	513	365	652	236	293	483
PA0714.1	316	274	128	94	24	70
PA0715	1134	1194	3448	411	243	328
PA0716	711	799	2378	370	150	148
PA0718	152	94	39	82	99	89
PA0719	135	55	84	82	130	108
PA0720	61	34	35	148	192	179
PA0721	1	0	2	4	0	1
PA0722	69	101	43	202	163	182
PA0723	903	579	314	826	1547	1189
PA0724	143	96	43	62	60	115
PA0725	24	24	8	12	6	19
PA0726	171	143	108	91	92	131
PA0727	178	115	52	125	155	157
PA0728	195	119	59	185	152	189
PA0729	2209	881	645	1633	1621	1927
PA0729.1	71	93	106	77	98	105
PA0730	1551	1429	871	2049	1106	752
PA0731	2182	1480	1047	540	469	622
PA0732	1583	1105	438	740	416	661
PA0733	573	361	198	169	233	218
PA0734	778	291	241	155	167	159
PA0735	425	348	123	494	741	670
PA0736	780	623	276	649	760	783
PA0736a	6408	3438	1445	139	193	268
PA0737	1770	741	197	93	66	87
PA0738	178	120	36	24	35	41
PA0739	236	215	94	190	223	294
PA0740	221	200	70	369	191	190
PA0741	353	379	104	188	229	312
PA0742	533	388	127	217	222	221
PA0743	1561	1760	467	89	102	237
PA0744	872	1474	491	449	413	661
PA0745	954	1344	402	571	538	685
PA0746	929	1204	600	421	387	613
PA0747	2405	2227	717	1533	1291	2231
PA0749	448	278	113	656	732	750
PA0750	517	489	145	1839	1674	1708
PA0751	493	656	152	180	309	407
PA0752	998	1241	316	118	159	226
PA0753	95	151	63	22	19	31
PA0754	1987	2418	574	326	315	410
PA0755	1166	1529	342	75	73	63
PA0756	519	554	110	149	414	318
PA0757	1008	943	308	382	796	722
PA0758	3644	1999	619	1301	1575	1336
PA0759	1880	1752	1042	1380	1539	2064
PA0760	654	441	206	418	735	536
PA0761	6349	4435	1534	3404	4141	4802
PA0762	17330	21449	6323	4624	4908	4632
PA0763	18584	17669	4594	3315	5026	4817
PA0764	4821	8033	1790	1814	3383	3090
PA0765	2010	2786	1143	693	1406	1311
PA0766	8429	12197	3317	9782	13743	11685
PA0767	5125	4405	1697	8649	10795	7367
PA0768	3800	3288	1563	7045	5680	5021
PA0769	982	980	374	912	775	959
PA0770	1333	1540	396	1294	2237	2131
PA0771	1709	1668	657	3056	3899	3475
PA0772	178	169	66	72	153	299
PA0773	1476	1824	740	1859	2925	2932
PA0774	205	241	77	513	1118	802
PA0775	440	314	132	1074	1236	830
PA0776	158	89	41	47	50	60
PA0777	1384	758	378	318	423	378
PA0778	1090	894	479	308	492	543
PA0779	94648	53767	18395	7808	19573	15539
PA0780	5332	3107	1253	845	1093	1299
PA0781	421	323	147	202	327	315
PA0782	94492	142138	34295	96182	190953	206770
PA0783	50345	63860	18142	62039	93869	97046
PA0784	3702	3686	1823	1252	1756	2124
PA0785	107	94	29	105	138	151
PA0786	22	14	2	6	30	24
PA0787	580	588	210	389	701	988
PA0788	3225	2013	820	468	727	811
PA0788a	568	402	251	91	99	197
PA0789	1341	1933	569	10670	12524	11340
PA0790	197	182	60	170	272	407
PA0791	539	640	123	122	240	329
PA0792	3428	3341	1349	886	685	981
PA0793	1325	1996	653	795	768	1235
PA0794	5941	8693	1673	4413	4962	7075
PA0795	6793	9178	2783	6311	5400	6803
PA0796	4317	5457	1525	3790	2287	3012
PA0797	1608	1638	386	337	483	344
PA0798	943	903	471	64	95	162
PA0799	1472	1407	309	819	1558	1542
PA0800	148	79	20	14	50	39
PA0801	2917	2138	399	248	359	426
PA0802	130	67	11	45	100	98
PA0803	793	624	156	76	152	132
PA0804	2027	1854	598	327	375	506
PA0805	4379	2705	2081	1554	791	717
PA0806	284	209	166	54	100	142
PA0807	711	534	310	222	141	228
PA0808	386	335	144	61	93	116
PA0809	299	213	59	76	101	98
PA0810	1253	1116	261	255	298	389
PA0811	669	585	163	104	151	312
PA0812	320	257	93	125	138	196
PA0813	381	385	111	71	108	158
PA0814	170	133	58	10	24	42
PA0815	1103	909	285	843	682	1035
PA0816	305	257	76	392	567	749
PA0817	154	180	87	209	188	231
PA0818	112	102	84	83	108	111
PA0819	86	41	62	53	69	99
PA0820	1366	1187	904	2108	637	1170
PA0821	719	584	512	817	408	692
PA0823	112	107	59	102	96	130
PA0824	105	87	22	124	192	257
PA0825	63	38	26	27	24	35
PA0826	86	67	78	147	16	35
PA0826.2	3080230	1921901	4494444	1643818	966928	1070280
PA0827	349	293	211	306	167	282
PA0828	409	339	137	93	150	191
PA0829	180	145	50	43	83	129
PA0830	853	718	278	688	412	1619
PA0831	758	808	315	997	1569	1374
PA0832	1094	740	337	911	954	925
PA0833	13570	10436	4730	7576	8012	8950
PA0834	468	385	241	976	1157	859
PA0835	4446	4532	1597	6555	8298	8563
PA0836	2226	1901	736	7829	6161	11380
PA0836.1	69	75	27	350	116	298
PA0837	18247	16995	4324	7555	11809	7029
PA0838	4237	3361	1105	1352	2215	2428
PA0839	374	373	121	129	214	260
PA0840	1199	1373	765	435	633	848
PA0841	584	630	279	1384	1006	1454
PA0842	214	197	76	115	212	359
PA0843	226	334	75	58	42	86
PA0844	354	308	184	110	129	164
PA0845	357	295	112	296	239	397
PA0846	1846	1344	813	862	1270	1059
PA0847	1258	1123	422	504	376	450
PA0848	212	218	74	318	365	383
PA0849	1437	1283	253	401	505	543
PA0850	147	262	55	69	44	82
PA0851	1055	1149	764	241	401	518
PA0852	17583	25472	20722	1538	1868	2388
PA0853	836	1219	330	182	364	422
PA0854	3692	4345	1767	1419	1300	1676
PA0855	722	455	313	591	820	826
PA0856	4594	5578	3130	5228	2923	3037
PA0857	3152	3546	2114	2644	2230	2444
PA0858	2639	1726	554	2016	2539	1812
PA0859	607	577	402	92	393	608
PA0860	1319	1185	275	697	1314	1164
PA0861	7179	5946	2848	3674	3375	5494
PA0862	5362	5257	3118	2460	2243	3273
PA0863	335	315	180	122	296	351
PA0864	397	302	203	67	148	127
PA0865	92010	80776	22243	62506	28287	31785
PA0866	16960	17076	5328	1482	2482	1943
PA0867	4302	3449	1332	2530	3528	3633
PA0868	1040	620	259	410	659	662
PA0869	2227	1496	642	1984	1675	2204
PA0870	11628	12314	3497	8317	10696	13847
PA0871	5131	3777	2592	7708	4662	6558
PA0872	23517	14854	8374	21133	9261	15477
PA0873	1248	1716	387	1875	2367	2958
PA0874	127	86	63	176	182	262
PA0875	867	582	381	313	299	505
PA0876	2575	1976	1195	1462	1935	2548
PA0877	436	357	89	192	278	408
PA0878	378	335	83	24	26	58
PA0879	741	665	165	85	106	137
PA0880	166	162	34	7	6	17
PA0881	329	277	53	18	24	30
PA0882	525	435	57	51	79	98
PA0883	374	216	39	16	34	53
PA0884	447	362	95	84	65	77
PA0885	120	63	12	26	32	46
PA0886	280	173	47	71	100	122
PA0887	6183	33446	5068	45301	32233	49561
PA0887.1	130	96	63	102	100	157
PA0888	8256	5900	2098	17343	12575	11064
PA0889	573	524	247	1542	1478	1316
PA0890	460	363	91	1985	1644	1687
PA0891	845	892	292	2577	3728	5867
PA0892	481	617	114	2920	3516	3785
PA0893	1489	1483	644	2084	2937	4081
PA0894	254	177	69	186	372	428
PA0895	5682	5671	1514	16504	17228	21283
PA0896	1854	1441	519	5783	5472	7271
PA0897	1427	1298	324	4675	5036	6237
PA0898	1301	1153	423	3332	4222	6933
PA0899	2777	2161	741	5660	5137	6986
PA0900	1485	1574	407	5673	2255	2977
PA0901	3277	2916	1266	5857	5717	6895
PA0902	1736	1721	713	968	1684	1847
PA0903	5892	6504	1431	8644	11747	11455
PA0904	4080	3805	1331	7232	9302	9735
PA0905	10620	9210	4079	4597	2405	3065
PA0905.1	6583	6616	6162	1339	2119	1563
PA0905.2	1984	1286	616	736	1269	731
PA0905.3	294	117	64	134	190	89
PA0906	715	627	104	636	557	684
PA0907	405	207	74	114	201	336
PA0908	36	30	24	28	29	17
PA0909	79	50	19	21	40	43
PA0910	179	108	24	81	128	121
PA0911	220	175	179	170	167	137
PA0912	151	72	65	54	58	72
PA0913	1919	942	259	2592	3117	2310
PA0914	72	54	20	54	141	139
PA0915	62	40	31	106	146	155
PA0916	1634	1026	558	1731	2670	1573
PA0917	2459	2250	895	1305	1651	1497
PA0918	1026	1094	648	938	520	906
PA0919	1822	1952	799	1490	2342	1938
PA0920	1362	1361	528	1052	1367	1209
PA0921	701	330	384	530	1339	1062
PA0922	777	179	155	389	465	407
PA0922.1	37	18	27	6	5	11
PA0923	622	436	136	471	633	708
PA0924	622	405	112	301	344	319
PA0925	590	436	400	791	719	684
PA0926	780	555	360	649	656	602
PA0927	1128	974	209	587	652	857
PA0928	4377	3761	1197	2598	2601	2938
