Geneid	B1K.sam	B2K.sam	B3K.sam	P1K.sam	P2K.sam	P3K.sam
PA0705	1714	1671	649	3903	3563	2504
PA0706	822	882	426	1117	1049	1060
PA0707	838	372	164	248	218	206
PA0708	193	344	101	627	506	377
PA0709	18	40	46	80	25	38
PA0710	53	56	20	52	61	43
PA0711	60	85	55	112	125	117
PA0712	454	376	266	435	363	278
PA0713	585	578	285	638	294	186
PA0714	510	433	522	340	298	202
PA0714.1	233	194	145	142	88	94
PA0715	1129	278	4079	719	331	372
PA0716	791	276	2914	659	217	233
PA0718	99	110	29	163	150	98
PA0719	120	110	37	113	171	127
PA0720	39	26	21	118	154	139
PA0721	1	0	0	0	0	0
PA0722	53	42	41	83	129	138
PA0723	388	607	186	554	785	685
PA0724	113	95	82	107	99	86
PA0725	23	25	2	28	24	12
PA0726	121	188	101	134	169	111
PA0727	127	146	50	134	150	125
PA0728	83	116	76	251	240	155
PA0729	1391	842	693	3672	3718	3402
PA0729.1	75	78	39	172	291	187
PA0730	1188	1891	721	2987	2719	2440
PA0731	1550	1920	998	964	954	1049
PA0732	1040	1476	460	1016	999	745
PA0733	463	550	151	257	407	348
PA0734	450	483	252	253	229	197
PA0735	338	433	104	661	844	842
PA0736	673	795	233	1000	1188	1062
PA0736a	2546	5272	1940	428	410	412
PA0737	773	818	334	117	148	122
PA0738	162	256	64	30	64	53
PA0739	203	335	68	267	349	265
PA0740	119	239	41	348	225	237
PA0741	292	409	87	219	238	216
PA0742	342	513	150	282	240	238
PA0743	1290	1388	273	98	122	136
PA0744	784	876	287	354	393	460
PA0745	634	801	262	395	468	487
PA0746	766	864	263	268	342	385
PA0747	1695	1882	505	1281	1034	1090
PA0749	347	295	167	935	875	979
PA0750	465	412	153	1545	1826	2026
PA0751	338	755	146	226	458	470
PA0752	631	1232	319	151	181	174
PA0753	71	194	48	25	14	43
PA0754	1005	1951	630	199	193	186
PA0755	699	1440	394	98	77	65
PA0756	274	516	178	320	453	526
PA0757	842	1260	424	625	1076	992
PA0758	1932	2720	653	1638	1786	1470
PA0759	1408	2374	884	2143	2140	1908
PA0760	365	623	382	534	757	877
PA0761	3604	4895	1679	4097	4660	4401
PA0762	6982	13236	8724	5452	6071	5938
PA0763	8919	15211	5003	6050	7615	7178
PA0764	2790	6343	2366	3598	5300	4497
PA0765	1518	2863	1404	1401	2568	1920
PA0766	5288	9487	3141	11483	15303	14884
PA0767	4481	3879	2253	7735	13331	11382
PA0768	3098	3504	1553	5353	6722	5231
PA0769	588	628	440	680	943	807
PA0770	1120	1514	432	1507	3496	2789
PA0771	1353	1535	623	2871	5366	3928
PA0772	186	254	50	140	451	329
PA0773	1198	1643	619	2031	3766	3532
PA0774	188	256	89	623	1348	1373
PA0775	364	348	168	1057	1535	1382
PA0776	114	154	62	69	80	65
PA0777	1191	1261	437	618	699	465
PA0778	1068	1212	407	507	870	840
PA0779	47999	61849	18919	23296	29915	28207
PA0780	3760	4144	1370	1482	1577	1505
PA0781	286	448	151	347	459	400
PA0782	72019	101230	28750	81437	179070	177911
PA0783	38483	46188	13539	45031	64862	67687
PA0784	2663	3905	1588	1701	2281	1910
PA0785	48	73	28	118	208	199
PA0786	9	23	1	36	40	91
PA0787	376	621	175	673	919	700
PA0788	1479	2252	696	727	801	785
PA0788a	259	375	388	140	145	97
PA0789	805	1429	532	7057	7334	9265
PA0790	126	177	55	170	409	404
PA0791	278	501	105	227	257	319
PA0792	2068	2378	640	681	667	604
PA0793	921	1246	345	477	652	697
PA0794	3034	5204	1082	2807	3350	3820
PA0795	3954	5327	1993	3107	2679	3682
PA0796	2753	3299	848	1528	1750	1982
PA0797	990	1703	566	595	644	753
PA0798	746	752	325	88	186	146
PA0799	1060	1515	410	1290	2277	2164
PA0800	100	89	28	38	46	104
PA0801	1360	1764	338	281	556	687
PA0802	51	76	29	74	100	111
PA0803	415	683	171	115	188	155
PA0804	1367	1580	401	391	504	467
PA0805	2150	2806	2491	3754	1983	1258
PA0806	239	241	256	104	162	133
PA0807	319	443	216	275	219	196
PA0808	259	314	119	99	119	118
PA0809	163	229	51	134	121	132
PA0810	767	1190	340	503	439	450
PA0811	379	500	174	193	199	246
PA0812	186	280	99	190	186	165
PA0813	224	346	104	176	156	200
PA0814	106	117	47	47	58	50
PA0815	486	846	313	984	686	653
PA0816	156	290	108	703	679	608
PA0817	131	158	85	306	206	179
PA0818	88	129	66	116	91	124
PA0819	54	56	51	84	68	70
PA0820	1100	1066	1016	2252	955	685
PA0821	616	646	516	1312	755	495
PA0823	93	130	84	136	142	118
PA0824	113	95	52	250	302	252
PA0825	44	35	38	50	69	61
PA0826	74	66	50	205	29	32
PA0826.2	2823869	2712795	4859980	1379203	929797	1023118
PA0827	339	431	129	473	302	240
PA0828	263	331	217	156	177	188
PA0829	97	150	45	82	95	111
PA0830	625	722	223	621	379	433
PA0831	529	766	351	1782	2141	2464
PA0832	686	1005	405	1338	1192	997
PA0833	7521	12975	3845	9367	11180	9381
PA0834	439	501	213	972	1241	1114
PA0835	2852	4053	1441	8475	9611	5550
PA0836	1559	2214	601	10295	7807	3730
PA0836.1	44	83	34	237	131	125
PA0837	9055	12808	6788	7294	8678	9867
PA0838	2368	4676	1169	2029	2996	2235
PA0839	186	567	126	231	248	196
PA0840	678	1618	366	695	953	625
PA0841	444	600	208	861	683	804
PA0842	134	189	61	157	201	255
PA0843	140	351	70	80	85	68
PA0844	223	359	183	169	183	162
PA0845	201	286	134	441	342	264
PA0846	1260	1923	745	1546	1651	1294
PA0847	763	980	375	560	487	373
PA0848	119	170	76	347	312	380
PA0849	591	689	282	471	533	585
PA0850	119	169	49	90	81	118
PA0851	943	1635	525	346	545	412
PA0852	20721	28848	11544	1745	2418	2183
PA0853	467	1402	302	460	602	579
PA0854	2312	4298	932	1998	2102	2003
PA0855	606	787	237	1298	1406	1532
PA0856	4052	5865	2584	5603	4152	2930
PA0857	2495	3866	1306	3520	3264	2535
PA0858	1695	1569	613	2245	3399	3401
PA0859	555	815	396	301	942	852
PA0860	801	1256	406	1059	1676	1432
PA0861	5051	5784	3249	4690	4103	2862
PA0862	4463	4902	3105	3011	2873	2059
PA0863	253	435	152	231	371	387
PA0864	314	451	132	130	186	223
PA0865	49706	60435	16517	11684	5323	10301
PA0866	9639	13370	4979	590	656	1072
PA0867	2752	3899	1063	3185	3109	3499
PA0868	600	995	313	709	858	729
PA0869	1474	1857	762	2593	2530	1790
PA0870	8971	14944	4179	5951	5547	6029
PA0871	4342	4913	2416	3966	2589	2545
PA0872	15554	19567	6630	11829	5481	4877
PA0873	1030	1358	465	2982	2859	3152
PA0874	121	86	106	365	290	224
PA0875	607	594	312	564	610	679
PA0876	1809	2111	773	2308	2376	2208
PA0877	246	370	134	458	518	461
PA0878	219	390	68	72	73	63
PA0879	341	538	134	112	142	139
PA0880	70	118	23	19	24	15
PA0881	179	266	28	34	48	59
PA0882	184	254	29	70	83	116
PA0883	173	172	47	25	40	47
PA0884	188	261	94	93	98	102
PA0885	60	60	14	55	32	40
PA0886	152	182	59	131	148	138
PA0887	3062	22719	3186	20623	13959	23412
PA0887.1	62	54	45	127	101	66
PA0888	5987	6093	1716	10590	10648	12334
PA0889	350	541	304	1107	1402	1594
PA0890	304	527	80	1394	1636	1680
PA0891	840	1086	213	2968	3930	4327
PA0892	369	502	258	2134	2781	2844
PA0893	1298	1755	559	2128	3481	2896
PA0894	136	255	69	285	372	294
PA0895	3844	4666	1829	13879	13736	14114
PA0896	1358	1534	596	4186	4136	4433
PA0897	1049	1306	374	3500	3741	4037
PA0898	1074	1259	268	3196	4466	4382
PA0899	1719	2094	816	4170	4481	4387
PA0900	945	823	395	2686	1866	2087
PA0901	2448	3372	832	5732	5210	5106
PA0902	1531	1510	601	1521	2450	2375
PA0903	4559	4734	1660	7699	14212	13837
PA0904	2942	3158	1247	6527	10004	9876
PA0905	9144	2413	4389	4071	2645	4275
PA0905.1	5779	3511	3089	1862	2684	2059
PA0905.2	1961	908	913	1176	2002	986
PA0905.3	171	129	112	120	212	141
PA0906	302	474	175	722	762	822
PA0907	215	437	120	424	711	639
PA0908	37	32	12	30	51	31
PA0909	48	60	17	23	48	54
PA0910	66	106	53	78	137	137
PA0911	146	162	123	184	227	129
PA0912	99	81	47	46	85	66
PA0913	1070	941	346	3143	4223	4666
PA0914	42	102	10	121	269	258
PA0915	50	75	19	77	281	235
PA0916	1118	1172	466	1529	3443	2935
PA0917	1717	2243	1129	1227	1989	2026
PA0918	906	1054	353	924	653	590
PA0919	1249	2272	728	2233	2534	2215
PA0920	1011	1723	690	1768	1945	1585
PA0921	589	605	885	1251	1945	1879
PA0922	350	270	202	655	777	613
PA0922.1	13	19	47	21	22	15
PA0923	338	392	227	804	959	1118
PA0924	375	547	192	684	810	642
PA0925	667	731	267	956	1103	746
PA0926	588	814	414	749	868	743
PA0927	714	862	167	844	772	694
PA0928	2869	3912	1280	3073	2963	2446
PA0929	1631	1723	788	252	484	648
PA0930	793	965	338	406	505	486
PA0931	767	954	585	421	426	336
PA0932	2345	2967	1003	3001	3710	3652
PA0933	3351	4998	1726	3066	5501	5052
PA0934	5131	6353	1987	7248	10060	9844
PA0935	947	1110	691	1169	1469	1530
PA0936	2773	3729	1881	2352	2214	1865
PA0937	2004	1503	784	2843	2717	3021
PA0938	4411	4743	2690	3766	6633	6643
PA0939	178	135	63	126	158	113
PA0940	201	133	94	138	132	151
PA0941	104	52	14	78	61	77
PA0942	1188	1486	472	944	825	737
PA0943	2293	3263	865	6157	4720	3268
PA0944	566	554	361	821	1488	1434
PA0945	1744	1812	559	2949	5588	6044
PA0946	2667	4204	1253	3348	4078	3492
PA0947	966	1180	431	3327	4166	4367
PA0948	249	421	208	546	837	747
PA0949	1055	1637	443	1249	1977	2075
PA0950	603	859	393	626	770	896
PA0951	659	994	555	1103	1216	1150
PA0951a	182	344	323	358	264	184
PA0952	600	1069	276	1998	1371	685
PA0953	1570	1948	1355	882	1165	1087
PA0954	512	348	419	340	416	329
PA0955	1113	1490	776	1804	2541	2272
PA0956	5408	6776	2737	9502	13508	11623
PA0957	384	366	222	390	502	535
PA0958	18445	19961	8089	36805	40650	48767
PA0959	2153	2848	2255	958	1051	1202
PA0960	409	462	135	217	260	293
PA0961	661	510	222	1668	1557	1078
PA0962	5237	5338	3213	22605	8280	5665
PA0963	5832	7274	2586	15006	24823	22096
PA0964	2784	3339	1425	14787	19080	20498
PA0965	743	675	469	1291	1730	1762
PA0966	1009	1479	605	1734	2572	2191
PA0967	1830	2600	1374	2209	4282	3220
PA0968	1363	1399	1191	1333	2094	1889
PA0969	4965	5964	1748	4734	6452	5425
PA0970	1555	1755	1058	1943	2889	2778
PA0971	6404	6513	2852	2993	5024	4399
PA0972	8247	9415	3545	13419	14710	13727
PA0973	11933	14378	8342	36855	49661	49133
PA0974	2705	2790	1339	2181	4996	4055
PA0975	512	616	353	494	789	539
PA0976	615	774	360	823	1341	979
PA0976.1	123	126	145	177	246	284
PA0978	120	155	78	120	202	230
PA0979	126	124	64	80	143	138
PA0981	233	92	536	207	61	37
PA0982	1150	1152	453	497	448	401
PA0983	411	427	339	297	109	105
PA0984	96	52	294	33	37	21
PA0985	36	26	95	75	16	6
PA0986	30	8	31	18	7	8
PA0987	125	73	62	89	108	81
PA0988	664	559	357	371	392	362
PA0989	456	340	429	435	498	463
PA0990	380	671	273	390	301	277
PA0992	252	355	139	456	423	303
PA0993	190	29	23	81	23	15
PA0994	577	753	436	771	601	443
PA0995	583	816	454	776	516	290
PA0996	1348	2728	948	5878	9808	8576
PA0997	946	1881	1143	6851	11884	10930
PA0998	640	1346	674	4413	7877	7272
PA0999	991	1861	652	5660	10573	9349
PA1000	1158	1731	956	4356	8689	8065
PA1001	1057	1825	757	4195	7142	6984
PA1002	774	1006	403	912	1479	1307
PA1003	2334	2334	957	1925	1726	1623
PA1004	2786	3230	1304	4173	7646	8326
PA1005	2872	3729	1742	2920	2909	2808
PA1006	257	375	292	267	322	295
PA1007	708	866	443	1083	1478	1200
PA1008	3428	3433	1333	4257	3596	3056
PA1009	2393	2994	1318	4691	3834	2984
PA1010	6317	7744	3155	11429	11791	14399
PA1011	3913	5089	1327	5793	8910	8774
PA1012	1046	1355	659	2271	3316	2672
PA1013	2501	2893	1309	8269	9912	8857
PA1013.1	308	255	120	232	343	240
PA1014	1725	1419	1259	2052	3259	3442
PA1015	400	694	306	1404	1598	1337
PA1016	327	433	152	868	1206	1307
PA1017	180	248	72	273	301	371
PA1018	56	95	43	125	145	157
PA1019	57	87	30	148	123	109
PA1019a	16	17	15	37	28	41
PA1020	106	194	43	219	231	232
PA1021	65	122	31	148	148	172
PA1022	207	260	92	281	287	322
PA1023	150	160	53	281	306	331
PA1024	123	202	56	215	285	318
PA1025	92	136	43	135	139	161
PA1026	383	631	199	389	462	478
PA1027	769	1686	733	277	382	369
PA1028	536	1022	451	225	353	356
PA1030	2171	2474	1238	3252	3988	3965
PA1030.1	172	170	117	186	346	336
PA1031	1748	2162	1044	3380	5243	5366
PA1032	2206	2606	1061	3015	4533	4451
PA1033	775	1218	385	785	692	459
PA1034	363	327	324	495	299	380
PA1035	335	367	341	938	555	471
PA1036	1306	1737	738	810	1145	1038
PA1037	463	489	170	637	658	654
PA1038	123	175	35	225	229	152
PA1039	302	520	132	586	485	382
PA1040	417	547	232	707	583	365
PA1041	4314	4292	1241	525	446	307
PA1042	133	148	112	107	140	198
PA1043	753	761	295	788	1255	1304
PA1044	248	389	157	364	489	435
PA1045	1563	1836	626	2183	3992	3680
PA1046	794	1263	316	1080	1766	1485
PA1047	1637	1965	926	1536	2226	2020
PA1048	13557	18657	5952	5058	6023	6606
PA1049	1963	2247	691	4260	4063	2740
PA1050	453	644	172	1219	1714	1184
PA1051	245	311	103	1679	1797	1871
PA1052	269	477	72	659	842	851
PA1052a	75	134	99	400	287	182
PA1053	9651	14439	2837	23341	19377	18788
PA1054	2936	3764	888	4951	5841	3765
PA1055	153	216	36	413	367	274
PA1056	690	946	345	959	1652	1175
PA1057	364	527	191	803	855	609
PA1058	76	103	37	150	156	134
PA1059	259	233	45	340	302	267
PA1060	519	1143	280	826	746	673
PA1061	910	1495	515	1043	1257	882
PA1062	376	613	259	469	576	439
PA1063	124	256	97	224	285	204
PA1064	1438	1713	377	3581	2818	2669
PA1065	692	793	199	315	271	206
PA1066	160	329	131	225	183	178
PA1067	106	128	71	172	207	160
PA1068	1827	2178	441	2871	4394	4119
PA1069	2886	2880	1113	7374	12233	11547
PA1070	617	676	271	1661	1604	1962
PA1071	851	806	219	2222	1935	2565
PA1072	744	1081	360	2288	2314	2555
PA1073	649	672	191	1604	1602	1889
PA1074	9336	7510	2570	20364	14298	17901
PA1075	399	470	184	383	531	557
PA1076	1152	1553	498	8855	3716	1813
PA1077	481	313	177	1496	1060	748
PA1078	352	222	55	821	1142	789
PA1079	493	384	100	1232	1535	1249
PA1080	3084	1700	609	7357	9962	7593
PA1081	722	358	133	1413	1917	1350
PA1082	3298	3352	1285	4552	5217	3568
PA1083	2228	1586	844	2683	2764	2085
PA1084	2310	2648	869	3087	4128	3534
PA1085	2284	2216	648	2422	3278	2702
PA1086	4602	5035	1326	5865	7601	6216
PA1087	2198	2171	688	3117	3421	2807
PA1088	1073	1107	471	1027	1478	1362
PA1089	692	886	222	658	1121	834
PA1090	711	619	467	683	924	758
PA1091	7432	8846	2238	6238	11449	9026
PA1092	4754	6083	1578	8857	13009	8466
PA1093	177	211	74	246	524	383
PA1094	7695	6799	4313	10139	11292	9609
PA1095	1195	1499	636	1486	1983	1439
PA1096	731	773	575	1187	1717	1288
PA1097	3184	3735	1636	8037	9524	9351
PA1098	4045	4695	1498	4584	6088	4617
PA1099	4625	5410	1400	4468	7520	6557
PA1100	1067	961	1991	1579	1929	1371
PA1101	4940	5992	2580	7115	8307	7437
PA1102	4233	4405	1950	6244	6840	5728
PA1103	1388	1654	368	1869	2236	2217
PA1104	1948	2523	829	2503	3965	3353
PA1105	462	535	109	424	663	534
PA1106	1784	2015	464	1814	1628	1401
PA1107	310	407	153	211	183	140
PA1108	135	140	29	90	114	106
PA1109	282	483	117	299	338	305
PA1110	547	624	193	508	492	446
PA1111	277	792	257	86	81	93
PA1112	2128	2816	958	828	932	754
PA1112a	627	999	780	253	304	185
PA1112.1	22	10	47	8	8	6
PA1112b	0	0	0	0	0	0
PA1113	556	1016	220	455	617	486
PA1114	220	499	159	218	299	201
PA1115	1144	1908	559	2308	1862	1369
PA1116	685	597	283	822	1331	1192
PA1117	335	510	270	246	440	295
PA1118	1789	2432	736	631	525	343
PA1119	1301	1572	634	1319	965	668
PA1120	778	1010	379	806	839	791
PA1121	888	1156	593	706	667	579
PA1123	1333	1741	521	633	516	358
PA1124	2509	3074	886	1466	1397	1281
PA1125	517	877	232	500	646	567
PA1126	472	681	287	1062	956	874
PA1127	1317	2985	1093	3607	2738	2328
PA1128	319	476	118	669	697	684
PA1129	318	569	237	213	244	239
PA1130	2073	3425	946	340	270	320
PA1131	1515	3442	1204	198	151	98
PA1132	114	181	140	831	896	558
PA1133	156	202	77	137	218	103
PA1134	363	231	65	65	117	76
PA1135	1018	1538	483	720	586	379
PA1136	626	1571	417	339	657	393
PA1137	495	3633	1259	180	1439	812
PA1138	105	129	32	401	309	259
PA1139	373	566	157	260	447	537
PA1140	707	1546	434	1235	1456	1479
PA1141	177	383	73	400	535	626
PA1142	332	360	151	413	645	602
PA1143	41	105	11	41	60	45
PA1144	178	194	76	83	145	137
PA1145	675	859	266	306	343	361
PA1146	162	230	44	88	118	131
PA1147	112	218	86	124	230	226
PA1148	214	289	113	224	274	183
PA1149	107	134	129	94	96	62
PA1150	628	824	357	668	435	370
PA1151	174	51	307	440	78	70
PA1153	75	115	59	191	159	166
PA1154	140	117	94	141	146	136
PA1155	2982	3714	1939	11104	13170	9954
PA1156	9728	12170	4660	23216	36598	28870
PA1157	538	748	315	776	1063	1212
PA1158	543	756	294	760	1020	1084
PA1159	23342	24109	28238	17432	13476	18383
PA1160	913	998	555	743	1057	978
PA1161	283	342	98	517	958	716
PA1162	1146	1218	470	2068	3048	2799
PA1163	693	1030	295	493	831	883
PA1164	1025	1143	1177	1282	2165	1834
PA1165	81	106	55	171	232	282
PA1166	489	651	203	128	114	117
PA1167	572	964	290	348	333	286
PA1168	158	46	61	29	25	22
PA1169	411	525	154	319	347	307
PA1170	333	597	275	565	918	512
PA1171	1324	1728	514	1752	2466	2271
PA1172	917	1012	317	190	275	246
PA1173	300	302	76	45	64	65
PA1174	6271	7777	2339	407	474	389
PA1175	451	361	54	19	10	17
PA1176	650	1195	129	34	16	43
PA1177	349	495	428	37	37	33
PA1178	6948	4512	3172	19316	15592	15377
PA1179	2079	2546	878	5522	7785	7472
PA1180	997	1329	538	2245	3263	3051
PA1181	1511	2122	989	1635	2317	2013
PA1182	540	681	202	425	599	543
PA1183	346	544	285	526	717	410
PA1184	342	395	161	481	581	529
PA1185	76	100	50	89	64	96
PA1186	86	139	36	99	114	111
PA1187	245	228	72	231	153	182
PA1188	609	973	418	281	299	348
PA1189	452	462	156	337	261	241
PA1190	1529	1327	425	257	233	224
PA1191	804	1060	343	320	351	244
PA1192	1301	1374	530	1749	1732	1854
PA1193	666	1021	294	1057	1819	1598
PA1194	253	294	53	348	485	413
PA1195	170	219	79	105	135	100
PA1196	263	364	84	5735	6208	2818
PA1197	588	742	238	2271	2386	1263
PA1198	11136	8829	2192	6104	5823	6798
PA1199	2534	3494	1943	1628	1871	1880
PA1200	1155	1894	548	610	1068	1053
PA1201	458	740	293	485	573	643
PA1202	1362	1431	598	514	528	502
PA1203	166	176	67	265	272	330
PA1204	280	415	154	356	477	411
PA1205	689	902	321	855	849	1034
PA1206	259	326	127	386	567	567
PA1207	525	759	218	1825	3242	3381
PA1208	333	661	188	479	590	532
PA1209	274	456	134	300	288	267
PA1210	445	674	169	276	288	225
PA1211	154	217	35	51	61	64
PA1212	77	137	54	45	53	53
PA1213	33	80	24	30	16	50
PA1214	47	109	32	26	52	59
PA1215	148	241	70	57	89	104
PA1216	127	237	75	94	92	109
PA1217	496	681	354	286	330	253
PA1218	84	109	65	54	58	68
PA1219	43	96	18	42	45	33
PA1220	76	156	16	57	51	60
PA1221	221	239	126	59	59	53
PA1222	1478	1950	781	1643	2583	2568
PA1223	187	322	155	427	474	399
PA1224	147	217	44	344	421	472
PA1225	37	89	24	209	278	248
PA1226	216	382	172	259	320	361
PA1227	175	387	103	375	1064	844
PA1228	53	88	36	806	2074	1658
PA1229	248	339	106	542	599	451
PA1230	16	8	7	22	17	32
PA1231	20	20	8	25	31	40
PA1232	90	154	42	98	76	114
PA1233	42	63	13	41	62	49
PA1234	389	574	270	309	382	391
PA1235	312	502	204	459	604	510
PA1236	84	125	39	132	164	150
PA1237	26	46	11	27	20	27
PA1238	47	87	36	33	45	32
PA1239	120	160	42	101	156	128
PA1240	247	167	26	124	164	215
PA1241	381	351	132	400	408	445
PA1242	595	1088	396	326	554	543
PA1243	1934	2890	1342	1475	2290	2315
PA1244	3387	4584	3336	4990	3728	3935
PA1245	898	1220	652	919	686	952
PA1246	351	454	213	277	263	262
PA1247	409	552	213	336	286	332
PA1248	359	585	305	275	278	300
PA1249	3873	5947	2916	413	364	466
PA1250	809	1300	569	402	566	796
PA1251	152	430	124	308	377	500
PA1252	600	1709	634	314	383	468
PA1253	211	307	77	103	111	136
PA1254	274	110	19	34	43	56
PA1255	277	674	152	52	63	54
PA1256	147	210	122	54	53	60
PA1257	51	102	55	60	34	46
PA1258	41	80	32	20	21	36
PA1259	207	495	102	113	110	140
PA1260	480	1039	463	142	89	108
PA1261	296	441	186	143	209	165
PA1262	76	130	32	36	74	59
PA1263	329	468	95	594	620	623
PA1264	284	344	101	210	254	183
PA1265	29	74	12	19	44	37
PA1266	34	49	25	59	54	90
PA1267	64	146	35	95	128	139
PA1268	93	208	40	221	216	264
PA1269	539	773	360	744	780	558
PA1270	79	90	43	154	159	144
PA1271	547	694	190	2489	3687	3959
PA1272	310	352	145	1704	2113	2592
PA1273	184	226	130	734	1289	1414
PA1274	66	109	48	494	748	739
PA1275	76	129	13	332	622	567
PA1276	62	122	51	416	841	786
PA1277	122	229	90	1095	1603	1506
PA1278	49	45	17	241	311	371
PA1279	62	138	31	453	586	567
PA1280	31	47	16	199	233	261
PA1281	86	117	36	239	357	323
PA1282	66	263	194	290	363	385
PA1283	468	1104	594	250	268	297
PA1284	309	669	356	255	321	334
PA1285	193	286	72	259	222	372
PA1286	45	58	19	103	181	211
PA1287	1660	2473	623	803	849	686
PA1288	5324	6207	2250	26182	28467	29167
PA1289	617	783	194	194	243	190
PA1290	167	146	38	213	218	209
PA1291	117	151	34	352	406	585
PA1292	1345	1833	490	2223	2085	2014
PA1293	1788	1789	525	2891	2904	3029
PA1294	926	1422	474	1267	2286	2179
PA1295	189	199	85	228	393	335
PA1296	1223	2385	738	1718	2255	1952
PA1297	195	515	181	462	714	765
PA1298	88	153	47	116	167	229
PA1299	370	499	239	476	844	844
PA1300	895	978	225	58	200	169
PA1301	885	1019	451	69	200	226
PA1302	836	727	194	423	538	428
PA1303	118	105	41	79	169	141
PA1304	1848	2258	623	2492	3312	3237
PA1305	1659	2450	791	1755	1808	1582
PA1306	411	731	436	737	689	554
PA1307	1595	2070	862	2195	2196	1918
PA1308	447	832	237	644	612	524
PA1309	585	737	240	993	906	848
PA1310	112	147	60	104	142	125
PA1311	191	266	130	197	193	279
PA1312	298	540	134	472	390	326
PA1313	41	73	21	73	73	103
PA1314	25	73	34	63	69	88
PA1315	347	352	196	345	288	347
PA1316	471	684	271	519	493	390
PA1317	129	197	110	454	966	559
PA1318	478	610	261	816	1692	1084
PA1319	37	49	32	150	376	234
PA1320	13	17	9	84	159	110
PA1321	133	202	80	252	634	468
PA1322	265	355	209	210	203	231
PA1323	2809	4718	2001	842	614	563
PA1324	6968	7877	2671	1643	1296	1111
