Geneid	B1N.sam	B2N.sam	B3N.sam	P1N.sam	P2N.sam	P3N.sam
PA0213	46	310	362	23	35	16
PA0214	393	1459	2423	152	220	124
PA0215	181	484	646	61	66	73
PA0216	384	1720	1617	355	598	397
PA0217	391	590	923	468	486	498
PA0218	332	500	491	661	847	755
PA0219	48	117	89	133	179	122
PA0220	147	205	220	269	291	272
PA0221	69	96	117	178	218	172
PA0222	60	78	76	79	124	110
PA0223	88	191	167	452	462	441
PA0224	198	202	227	400	441	421
PA0225	315	158	477	633	599	658
PA0226	1834	3574	6002	463	555	475
PA0227	1498	2928	4212	204	252	216
PA0228	2215	3293	6136	423	410	349
PA0229	730	774	1558	266	261	277
PA0230	382	747	1125	464	527	394
PA0231	410	635	804	343	430	355
PA0232	544	243	671	214	173	231
PA0233	316	420	618	872	753	736
PA0234	117	169	179	301	475	385
PA0235	526	1177	1119	178	193	147
PA0236	97	278	152	595	600	733
PA0237	51	65	89	125	156	114
PA0238	35	110	80	130	108	106
PA0239	71	147	123	316	293	213
PA0240	160	208	301	332	333	311
PA0241	79	141	180	71	151	96
PA0242	140	319	287	240	253	282
PA0243	413	330	628	977	850	935
PA0244	49	75	137	154	197	117
PA0245	233	343	248	231	331	273
PA0246	204	521	452	1513	1886	1539
PA0247	131	246	373	337	328	287
PA0248	154	225	255	912	927	859
PA0249	128	426	263	457	530	407
PA0250	908	536	1599	743	497	637
PA0251	59	89	119	215	177	194
PA0252	38	40	49	345	309	309
PA0253	143	217	184	799	826	771
PA0254	163	190	223	488	460	422
PA0255	319	275	558	1070	907	919
PA0256	1351	1050	1691	672	738	593
PA0257	182	75	173	666	334	246
PA0258	82	79	104	385	272	209
PA0259	1220	1581	1665	3673	4281	3291
PA0260	868	1135	1111	5420	6437	4865
PA0261	56	103	92	318	410	266
PA0262	829	591	1047	2631	3021	2262
PA0263	273	191	277	233	217	182
PA0263.1	81	58	96	136	67	75
PA0265	7697	4753	11620	13408	11662	15853
PA0266	7600	6107	10384	29247	22681	32783
PA0267	401	602	730	1288	1587	1183
PA0268	119	118	203	374	393	416
PA0269	323	641	633	787	953	943
PA0270	106	233	227	250	308	271
PA0271	106	91	169	182	141	172
PA0272	406	301	587	953	803	812
PA0273	30	70	37	115	159	129
PA0274	203	294	269	166	221	126
PA0275	226	705	482	929	1070	823
PA0276	73	119	181	231	595	152
PA0277	136	181	109	3831	5862	3674
PA0278	38	92	71	230	316	253
PA0279	62	195	175	249	289	170
PA0280	129	143	221	1551	1274	2093
PA0281	169	176	247	1250	1117	1565
PA0282	135	199	210	1034	1245	1858
PA0283	322	355	468	3549	2272	4965
PA0284	282	168	387	1487	825	1363
PA0285	814	929	1363	5434	4958	4398
PA0286	25071	10427	25229	21885	16038	16816
PA0287	84	89	133	152	143	86
PA0288	97	161	141	365	299	255
PA0289	254	409	557	901	821	991
PA0290	1843	1509	2928	1586	1364	1258
PA0291	2696	2079	3063	10110	10811	9621
PA0292	1532	1598	2297	5314	5172	5012
PA0293	142	173	187	613	718	794
PA0294	246	493	483	1144	1556	1178
PA0295	408	481	539	3989	3035	3351
PA0296	6737	8520	15085	21826	19236	19590
PA0297	2713	2219	5330	3463	2789	2356
PA0298	5013	3903	11443	7890	8169	7596
PA0299	6560	7120	12426	11479	12056	13743
PA0300	10028	3704	15317	7239	4793	6603
PA0301	2747	1054	3444	3775	3016	3685
PA0302	2137	1184	2551	3776	3121	3801
PA0303	1503	1123	1903	2981	2201	2653
PA0304	1730	1241	2611	4292	2700	3303
PA0305	551	761	846	1791	2292	1802
PA0306	409	534	714	1095	1099	1009
PA0306a	2555	974	2550	1912	1160	1364
PA0307	415	1239	850	822	1375	974
PA0308	289	739	552	1703	2166	1393
PA0309	760	1352	1372	2257	2777	2208
PA0310	382	399	577	1650	1564	945
PA0311	57	198	111	471	1025	456
PA0312	783	1336	1556	1836	1998	1707
PA0313	550	711	959	1364	1629	1349
PA0314	1836	1255	2729	2405	1945	2353
PA0315	11590	5441	14393	12911	7895	9614
PA0316	5114	3155	7669	20377	15875	20534
PA0317	3440	2200	4860	10719	9381	9883
PA0318	1587	1492	2340	3797	4218	4074
PA0319	1043	994	1228	5619	5137	4521
PA0320	1605	6366	4347	1072	1460	922
PA0321	113	370	288	328	506	402
PA0322	160	178	254	268	310	276
PA0323	101	117	163	219	163	180
PA0324	116	73	163	185	221	196
PA0325	193	270	337	428	515	409
PA0326	74	92	107	155	191	98
PA0327	373	923	1609	662	870	535
PA0328	404	761	694	1441	1889	1373
PA0329	3203	1000	5298	3044	1620	2117
PA0330	1119	920	1830	4378	3500	3488
PA0331	1470	1709	2347	9047	9518	8672
PA0332	456	1024	1202	869	993	677
PA0333	173	442	330	1078	1657	997
PA0334	264	417	405	2294	2936	1994
PA0335	1337	1501	2209	5434	6185	4737
PA0336	2529	2656	3780	8639	9662	8366
PA0337	4553	5561	8021	22743	23955	22844
PA0338	658	422	678	2143	2630	2083
PA0339	289	584	559	1082	1283	690
PA0340	413	520	514	1470	1526	1281
PA0341	696	968	1022	3178	3775	3337
PA0342	1443	1271	2110	5596	4954	4518
PA0343	470	777	771	2521	2893	2342
PA0344	226	346	533	1109	1040	821
PA0345	170	412	416	604	652	465
PA0346	20	21	46	115	85	130
PA0347	111	160	172	479	573	540
PA0348	110	140	160	318	361	280
PA0349	83	159	134	204	305	195
PA0350	232	328	335	1058	1230	1197
PA0351	321	714	439	2165	2396	1991
PA0352	271	358	443	3424	3520	3340
PA0353	2566	2091	3887	11234	10814	10803
PA0354	889	1181	1347	5876	6304	6129
PA0355	742	741	1473	1060	1158	933
PA0356	307	292	518	2015	1740	1785
